Name,Super,Abstract,Persistent,Final,Deprecated,Hidden,SqlTable,System,Ensemble
%Compiler.LG.JavaPojoImpl,%Compiler.LG.LanguageGeneratorTemplate,,,,,TRUE,,,
%Compiler.LG.JavaPropDef,%Compiler.LG.MetaPropDef,,,,,TRUE,,,
%Compiler.LG.JavaRoot,%Library.RegisteredObject,,,,,TRUE,,,
%Compiler.LG.JavaTableDef,%Library.SerialObject,,,,,TRUE,,,
%Compiler.LG.LanguageGeneratorTemplate,%Library.RegisteredObject,TRUE,,,,TRUE,,,
%Compiler.LG.MetaClassDef,%Library.SerialObject,,,,,TRUE,,,
%Compiler.LG.MetaElemDef,%Library.SerialObject,,,,,TRUE,,,
%Compiler.LG.MetaMethodDef,%Library.SerialObject,,,,,TRUE,,,
%Compiler.LG.MetaMtdArgDef,%Library.SerialObject,,,,,TRUE,,,
%Compiler.LG.MetaQueryDef,%Library.SerialObject,,,,,TRUE,,,
%Compiler.LG.MetaPropDef,%Library.SerialObject,,,,,TRUE,,,
%Compiler.LG.Output,%Library.RegisteredObject,TRUE,,,,TRUE,,,
%Compiler.LG.MethWrapper,%Library.RegisteredObject,,,,,TRUE,,,
%Compiler.LG.OutputFile,%Compiler.LG.Output,,,,,TRUE,,,
%Compiler.LG.OutputStream,%Compiler.LG.Output,,,,,TRUE,,,
%Compiler.LG.QueryHelper,%Library.RegisteredObject~%Collection.AbstractListOfObj,,,,,,,,
%Compiler.LG.PropWrapper,%Library.RegisteredObject,,,,,TRUE,,,
%Compiler.LG.Util,%Library.RegisteredObject,TRUE,,,,TRUE,,,
%Compiler.LG.WrapperClassDef,%Library.RegisteredObject,,,,,TRUE,,,
%Compiler.LG.WrapperElem,%Library.RegisteredObject,,,,,TRUE,,,
%Compiler.LG.WrapperMethodDef,%Library.RegisteredObject,,,,,TRUE,,,
%Compiler.LG.WrapperMtdArgDef,%Library.RegisteredObject,,,,,TRUE,,,
%Compiler.LG.WrapperQueryDef,%Library.RegisteredObject,,,,,TRUE,,,
%Compiler.NullClass,,,,,,TRUE,,,
%Compiler.PEPP.Callin,%Library.RegisteredObject,,,,,TRUE,,,
%Compiler.SQL.Direct,%Compiler.SQL.Visitor,,,,,TRUE,,,
%Compiler.LG.WrapperPropDef,%Library.Persistent,,TRUE,,,TRUE,%Compiler_LG.WrapperPropDef,,
%Compiler.SQL.ParseTree,%Compiler.Util.ParseTree,,,,,TRUE,,,
%Compiler.Storage.Cache,%Compiler.Storage.Common~%Compiler.Storage.CacheExtent,,,,,TRUE,,,
%Compiler.Storage.CacheExtent,%Compiler.Storage.Extent,,,,,TRUE,,,
%Compiler.Storage.CacheSQL,%Compiler.Storage.Common,,,,,TRUE,,,
%Compiler.Storage.CacheSerial,,,,,,TRUE,,,
%Compiler.Storage.Common,%Compiler.Storage.Extent,,,,,TRUE,,,
%Compiler.Storage.Extent,,,,,,TRUE,,,
%Compiler.SQL.Visitor,%Compiler.Util.Visitor,,,,,TRUE,,,
%Compiler.Storage.Flo,%Compiler.Util.Flo,,,,,TRUE,,,
%Compiler.Storage.Generator.Serial,,TRUE,,,,TRUE,,,
%Compiler.Storage.Serial,,,,,,TRUE,,,
%Compiler.Storage.Generator.Cache,%Compiler.Storage.Flo,,,,,TRUE,,,
%Compiler.TSQL.COS,%Compiler.TSQL.Visitor,,,,,TRUE,,,
%Compiler.TSQL.Direct,%Compiler.TSQL.COS,,,,,TRUE,,,
%Compiler.TSQL.Dynamic,%Compiler.TSQL.COS,,,,,TRUE,,,
%Compiler.TSQL.ParseTree,%Compiler.Util.ParseTree,,,,,TRUE,,,
%Compiler.TSQL.Flo,%Compiler.Util.Flo,,,,,TRUE,,,
%Compiler.TSQL.Reflector,%Compiler.TSQL.Traveler,,,,,TRUE,,,
%Compiler.TSQL.Traveler,%Compiler.TSQL.Visitor,,,,,TRUE,,,
%Compiler.TSQL.Visitor,%Compiler.Util.Visitor,,,,,TRUE,,,
%Compiler.TSQL.sysSymbol,%Library.Persistent~%XML.Adaptor,,TRUE,TRUE,,TRUE,%Compiler_TSQL.sysSymbol,,
%Compiler.UDL.TextServices,%Library.RegisteredObject,,,,,,,,
%Compiler.Util.ParseTree,%Library.RegisteredObject,TRUE,,,,TRUE,,,
%Compiler.Util.Flo,%Library.RegisteredObject,,,,,TRUE,,,
%Compiler.Util.Visitor,%Library.RegisteredObject,,,,,TRUE,,,
%Compiler.iFind.Index,,TRUE,,,,,,,
%Debugger.Stack,%Library.RegisteredObject,,,,,,,,
%Compiler.XML.Generator.Adaptor,,TRUE,,,,TRUE,,,
%Debugger.System,%Library.RegisteredObject,,,,,,,,
%DeepSee.Age.AbstractLevel,%DeepSee.Time.AbstractLevel,TRUE,,,,,,,
%DeepSee.AbstractKPI,%CSP.Page~%ZEN.DataModel.ObjectDataModel~%DeepSee.QuerySource,TRUE,,,,,,,
%DeepSee.Age.Days,%DeepSee.Age.AbstractLevel,,,,,,,,
%DeepSee.Age.Months,%DeepSee.Age.AbstractLevel,,,,,,,,
%DeepSee.Age.Years,%DeepSee.Age.AbstractLevel,,,,,,,,
%DeepSee.ClassQueries,%Library.RegisteredObject,,,,,,,,
%DeepSee.Component.PivotContent,,TRUE,,,,,,,
%DeepSee.Component.ContextSearch,%ZEN.Portal.ContextSearch,TRUE,,,,,,,
%DeepSee.Component.Portlet.abstractPortlet,%ZEN.Component.component~%ZEN.Component.dataView,,,,,,,,
%DeepSee.Component.SVG.scoreCardColumn,%ZEN.Component.object,,,,,,,,
%DeepSee.Component.ScoreCardContent,,TRUE,,,,,,,
%DeepSee.Component.SVG.scoreCard,%ZEN.SVGComponent.chart,,,,,,,,
%DeepSee.Component.Widget.calendar,%DeepSee.Component.Widget.widget,,,,,,,,
%DeepSee.Component.Widget.map,%DeepSee.Component.Widget.widget,,,,,,,,
%DeepSee.Component.Widget.meter,%DeepSee.Component.Widget.widget,,,,,,,,
%DeepSee.Component.Widget.pivot,%DeepSee.Component.Widget.widget~%ZEN.Auxiliary.ChartContent~%DeepSee.Component.PivotContent,,,,,,,,
%DeepSee.Component.Widget.portlet,%DeepSee.Component.Widget.widget,,,,,,,,
%DeepSee.Component.Widget.scoreCardWidget,%DeepSee.Component.Widget.widget~%DeepSee.Component.ScoreCardContent,,,,,,,,
%DeepSee.Component.Widget.widget,%ZEN.Component.dragGroup,TRUE,,,,,,,
%DeepSee.Component.calculatedMember,%ZEN.Component.object,,,,,,,,
%DeepSee.Component.chartLegend,%ZEN.Component.component~%ZEN.Component.dataView,,,,,,,,
%DeepSee.Component.Widget.worksheet,%DeepSee.Component.Widget.widget,,,,,,,,
%DeepSee.Component.controlDefinition,%ZEN.Component.object,,,,,,,,
%DeepSee.Component.coverView,%ZEN.Component.component~%ZEN.Component.dataView,,,,,,,,
%DeepSee.Component.dataPropertyDefinition,%ZEN.Component.object,,,,,,,,
%DeepSee.Component.dataSeriesDefinition,%ZEN.Component.object,,,,,,,,
%DeepSee.Component.drillIndicator,%ZEN.Component.component,,,,,,,,
%DeepSee.Component.dsdynaTree,%ZEN.Component.dynaTree,,,,,,,,
%DeepSee.Component.mapView,%ZEN.Component.component~%ZEN.Component.dataView,,,,,,,,
%DeepSee.Component.pivotCondition,%ZEN.Component.object,,,,,,,,
%DeepSee.Component.pivotLevel,%ZEN.Component.object,,,,,,,,
%DeepSee.Component.pivotController,%ZEN.Component.component,,,,,,,,
%DeepSee.Component.queryChunk,%ZEN.Component.object,,,,,,,,
%DeepSee.Component.searchBox,%ZEN.Component.abstractComboBox,,,,,,,,
%DeepSee.Component.pivotTable,%ZEN.Component.component,,,,,,,,
%DeepSee.ComputedDimension.Base,%Library.RegisteredObject,,,,,,,,
%DeepSee.Component.styleEdit,%ZEN.Component.control,,,,,,,,
%DeepSee.ComputedDimension.MDX,%DeepSee.ComputedDimension.Base,,,,,,,,
%DeepSee.ComputedDimension.SET,%DeepSee.ComputedDimension.Base,,,,,,,,
%DeepSee.ComputedDimension.SQL,%DeepSee.ComputedDimension.Base,,,,,,,,
%DeepSee.Connector.Generator,%Library.RegisteredObject,,,,,,,,
%DeepSee.Connector.abstractNode,%Library.RegisteredObject~%XML.Adaptor,TRUE,,,,,,,
%DeepSee.Connector.connector,%DeepSee.Connector.node,,,,,,,,
%DeepSee.Connector.ResultSet,%SQL.CustomResultSet,TRUE,,,,,,,
%DeepSee.Connector.node,%DeepSee.Connector.abstractNode,TRUE,,,,,,,
%DeepSee.Connector.sql,%DeepSee.Connector.abstractNode,,,,,,,,
%DeepSee.Connector.property,%DeepSee.Connector.node,,,,,,,,
%DeepSee.CubeFunctionSet,,TRUE,,,,,,,
%DeepSee.CubeDefinition,%Library.RegisteredObject,TRUE,,,,,,,
%DeepSee.CubeManager.Audit,%Library.Persistent,,TRUE,,,,%DeepSee_CubeManager.Audit,,
%DeepSee.CubeManager.CubeEvent,%Library.Persistent,,TRUE,,,,%DeepSee_CubeManager.CubeEvent,,
%DeepSee.CubeManager.RegistryDefinitionSuper,%Library.RegisteredObject,TRUE,,,,,,,
%DeepSee.CubeManager.CubeRegistry,%Library.Persistent~%ZEN.DataModel.Adaptor,,TRUE,,,,%DeepSee_CubeManager.CubeRegistry,,
%DeepSee.CubeManager.RegistryMap,%Library.RegisteredObject~%XML.Adaptor,,,,,,,,
%DeepSee.CubeManager.RegistryMapGroup,%Library.RegisteredObject~%XML.Adaptor,,,,,,,,
%DeepSee.CubeManager.RegistryMapCube,%Library.RegisteredObject~%XML.Adaptor,,,,,,,,
%DeepSee.CubeManager.Task.Build,%SYS.Task.Definition,,,,,,,,
%DeepSee.CubeManager.RegistryMapSubjectArea,%Library.RegisteredObject~%XML.Adaptor,,,,,,,,
%DeepSee.CubeManager.Task.Synch,%SYS.Task.Definition,,,,,,,,
%DeepSee.CubeProjection,%Projection.AbstractProjection,,,,,,,,
%DeepSee.CubeManager.Utils,%Library.RegisteredObject,,,,,,,,
%DeepSee.CubeVersion.Utils,%Library.RegisteredObject,,,,,,,,
%DeepSee.Dashboard.CalculatedMember,%Library.SerialObject~%XML.Adaptor,,,,,,,,
%DeepSee.Dashboard.ChartDataSeries,%Library.SerialObject~%XML.Adaptor,,,,,,,,
%DeepSee.Dashboard.Control,%Library.SerialObject~%XML.Adaptor,,,,,,,,
%DeepSee.Dashboard.DataProperty,%Library.SerialObject~%XML.Adaptor,,,,,,,,
%DeepSee.Dashboard.Element,%Library.RegisteredObject,,,,,,,,
%DeepSee.Dashboard.Definition,%DeepSee.UserLibrary.FolderItem,,TRUE,,,,%DeepSee_Dashboard.Definition,,
%DeepSee.Dashboard.PivotCondition,%Library.SerialObject~%XML.Adaptor,,,,,,,,
%DeepSee.Dashboard.PivotLevel,%Library.SerialObject~%XML.Adaptor,,,,,,,,
%DeepSee.Dashboard.Pivot,%DeepSee.UserLibrary.FolderItem,,TRUE,,,,%DeepSee_Dashboard.Pivot,,
%DeepSee.Dashboard.Utils,%Library.RegisteredObject,,,,,,,,
%DeepSee.Dashboard.Theme,%DeepSee.UserLibrary.FolderItem,,TRUE,,,,%DeepSee_Dashboard.Theme,,
%DeepSee.Dashboard.Widget,%Library.SerialObject~%XML.Adaptor,,,TRUE,,,,,
%DeepSee.Dashboard.WidgetTemplate,%DeepSee.UserLibrary.FolderItem,,TRUE,,,,%DeepSee_Dashboard.WidgetTemplate,,
%DeepSee.Datatype.className,%Library.String,,,,,,,,
%DeepSee.Datatype.dateTime,%Library.Date,,,,,,,,
%DeepSee.Datatype.entityName,%Library.String,,,,,,,,
%DeepSee.Datatype.expression,%Library.String,,,,,,,,
%DeepSee.Datatype.function,%Library.String,,,,,,,,
%DeepSee.Datatype.list,%Library.String,,,,,,,,
%DeepSee.Datatype.propertyName,%Library.String,,,,,,,,
%DeepSee.Datatype.string,%Library.String,,,,,,,,
%DeepSee.DataConnector,%CSP.Page~%Library.RegisteredObject,TRUE,,,,,,,
%DeepSee.DimensionTable,%Library.Persistent,TRUE,TRUE,,,,%DeepSee.DimensionTable,,
%DeepSee.DomainExpert.SQLUtils,%Library.RegisteredObject,,,,,,,,
%DeepSee.Diagnostic.MDXUtils,%XML.Adaptor~%ZEN.DataModel.Adaptor,,,,,,,,
%DeepSee.DomainExpert.components.BGProcessor,,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.components.Base,,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.ZenApplication,%ZEN.application,,,,,TRUE,,,
%DeepSee.DomainExpert.components.BlackListDialog,%ZEN.Dialog.standardDialog~%DeepSee.DomainExpert.components.Base~%DeepSee.DomainExpert.components.SetBuilderInterface,,,,,TRUE,,,
%DeepSee.DomainExpert.components.CommonBuilder,%iKnow.UI.AbstractPortal~%DeepSee.DomainExpert.components.DomainITables~%DeepSee.DomainExpert.components.EntityContextPane~%DeepSee.DomainExpert.components.BGProcessor,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.components.DomainITables,%DeepSee.DomainExpert.components.DomainSelector,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.components.DomainSelector,%DeepSee.DomainExpert.components.Base,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.components.EntityContextPane,,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.components.DocChart,%DeepSee.DomainExpert.components.DomainITables~%DeepSee.extensions.clusters.DataController,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.components.PathPane,%DeepSee.DomainExpert.components.ViewList,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.components.RelEntitiesPane,%DeepSee.DomainExpert.queries.IK,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.components.SetAdapter,%DeepSee.DomainExpert.components.SetUtils,,,,,TRUE,,,
%DeepSee.DomainExpert.components.SetAnalysis,%DeepSee.DomainExpert.components.DomainITables~%DeepSee.DomainExpert.components.SetBuilderInterface,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.components.MetadataValues,%ZEN.Dialog.standardDialog~%DeepSee.DomainExpert.components.Base,,,,,TRUE,,,
%DeepSee.DomainExpert.components.SetBuilderInterface,%DeepSee.DomainExpert.components.SetAdapter,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.components.SetUtils,,,,,,TRUE,,,
%DeepSee.DomainExpert.components.SimEntitiesPane,%DeepSee.DomainExpert.queries.IK,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.components.TableControl,%DeepSee.DomainExpert.components.Base,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.components.TextTableSelector,%DeepSee.DomainExpert.components.TableControl,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.components.TopCUIsPane,%DeepSee.DomainExpert.components.TopEntitiesPane,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.components.SetBuilderDialog,%ZEN.Dialog.standardDialog~%DeepSee.DomainExpert.components.Base~%DeepSee.DomainExpert.components.SetBuilderInterface,,,,,TRUE,,,
%DeepSee.DomainExpert.components.TopEntitiesPane,%DeepSee.DomainExpert.queries.IK,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.components.UMLSHierarchy,%DeepSee.DomainExpert.components.Base,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.components.ViewList,%DeepSee.DomainExpert.components.Base,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.conf.DomainConfig,%Library.SerialObject~%XML.Adaptor,,,,,TRUE,,,
%DeepSee.DomainExpert.components.UMLSTreeBrowser,%ZEN.Dialog.standardDialog~%DeepSee.DomainExpert.components.Base,,,,,TRUE,,,
%DeepSee.DomainExpert.queries.IK,,TRUE,,,,,,,
%DeepSee.DomainExpert.queries.SimilarEntities,%Library.RegisteredObject,,,,,TRUE,,,
%DeepSee.DomainExpert.gda.Viewer,%ZEN.Component.page~%DeepSee.DomainExpert.components.TableControl~%DeepSee.DomainExpert.components.DocChart,,,,,TRUE,,,
%DeepSee.DomainExpert.utils.ConfigRepository,%DeepSee.Sets.ArraySetRepository,,TRUE,,,TRUE,%DeepSee_DomainExpert_utils.ConfigRepository,,
%DeepSee.DomainExpert.utils.CubeUtils,,TRUE,,,,,,,
%DeepSee.DomainExpert.utils.ConfigurationManager,%Library.RegisteredObject,,,,,,,,
%DeepSee.DomainExpert.utils.DomainUtils,%Library.RegisteredObject,,,,,TRUE,,,
%DeepSee.DomainExpert.utils.EntityUtils,%Library.RegisteredObject,,,,,,,,
%DeepSee.DomainExpert.utils.HtmlUtils,%Library.RegisteredObject,,,,,,,,
%DeepSee.DomainExpert.utils.IndexBuilder,%iKnow.Objects.dd.PTask,,,,,,,,
%DeepSee.DomainExpert.utils.LinkedLifeData,%Library.RegisteredObject,,,,,,,,
%DeepSee.DomainExpert.utils.SentenceParser,%Library.RegisteredObject,,,,,,,,
%DeepSee.DomainExpert.utils.SetUtils,%Library.RegisteredObject,,,,,,,,
%DeepSee.DomainExpert.utils.UMLSUtils,%Library.RegisteredObject,,,,,,,,
%DeepSee.DomainExpert.utils.Utils,%Library.RegisteredObject,,,,,,,,
%DeepSee.DomainExpert.utils.MetadataBuilder,%iKnow.Objects.dd.Builder~%iKnow.Objects.dd.PTask,,,,,TRUE,,,
%DeepSee.DomainExpert.utils.classgen.ClassBuilder,%Library.RegisteredObject,,,,,TRUE,,,
%DeepSee.DomainExpert.utils.classgen.CubeGen,%Library.RegisteredObject,,,,,,,,
%DeepSee.DomainExpert.utils.classgen.DomainBilder,%Library.RegisteredObject,,,,,TRUE,,,
%DeepSee.DomainExpert.utils.classgen.IKEntity,%DeepSee.DomainExpert.utils.classgen.ClassBuilder,,,,,TRUE,,,
%DeepSee.DomainExpert.utils.classgen.IKParts,%DeepSee.DomainExpert.utils.classgen.ClassBuilder,,,,,TRUE,,,
%DeepSee.DomainExpert.utils.classgen.IKPath,%DeepSee.DomainExpert.utils.classgen.ClassBuilder,,,,,TRUE,,,
%DeepSee.DomainExpert.utils.classgen.IKSentence,%DeepSee.DomainExpert.utils.classgen.ClassBuilder,,,,,TRUE,,,
%DeepSee.DomainExpert.utils.classgen.IKSource,%DeepSee.DomainExpert.utils.classgen.ClassBuilder,,,,,TRUE,,,
%DeepSee.DomainExpert.utils.umls.EntityTableGenerator,%iKnow.Objects.dd.Config~%iKnow.Objects.dd.Builder,,,,,,,,
%DeepSee.DomainExpert.utils.umls.EntityMappingBuilder,%iKnow.Objects.dd.PTask,,,,,,,,
%DeepSee.DomainExpert.utils.umls.LocalMappingBuilder,%iKnow.Objects.dd.Builder~%iKnow.Objects.dd.PTask,,,,,,,,
%DeepSee.DomainExpert.wizards.Application,%ZEN.Portal.Application,,,,,TRUE,,,
%DeepSee.DomainExpert.wizard.Dialog.newModel,%DeepSee.UI.Dialog.standardDialog,,,,,,,,
%DeepSee.DomainExpert.wizards.Cleanup,%DeepSee.DomainExpert.wizards.DomainExpertPortal~%DeepSee.DomainExpert.components.DomainITables,,,,,TRUE,,,
%DeepSee.DomainExpert.wizards.ConfigurationManager,%DeepSee.DomainExpert.wizards.DomainExpertPortal~%DeepSee.DomainExpert.components.DomainITables,,,,,TRUE,,,
%DeepSee.DomainExpert.wizards.DomainExpert,%DeepSee.DomainExpert.wizards.DomainExpertPortal~%DeepSee.DomainExpert.components.DomainITables,,,,,TRUE,,,
%DeepSee.DomainExpert.wizards.DomainExpertPortal,%iKnow.UI.AbstractPortal~%DeepSee.DomainExpert.components.Base,TRUE,,,,TRUE,,,
%DeepSee.DomainExpert.wizards.EntityContextMatrixBuilder,%DeepSee.DomainExpert.components.CommonBuilder,,,,,TRUE,,,
%DeepSee.DomainExpert.wizards.HeaderKeyExplorer,%DeepSee.DomainExpert.wizards.standardPage,,,,,,,,
%DeepSee.DomainExpert.wizards.EntityExplorer,%DeepSee.DomainExpert.wizards.DomainExpertPortal~%DeepSee.DomainExpert.components.TopEntitiesPane~%DeepSee.DomainExpert.components.SimEntitiesPane~%DeepSee.DomainExpert.components.RelEntitiesPane~%DeepSee.DomainExpert.components.DomainITables~%DeepSee.DomainExpert.components.PathPane~%DeepSee.DomainExpert.components.SetBuilderInterface,,,,,TRUE,,,
%DeepSee.DomainExpert.wizards.ITablesLoadingWizard,%iKnow.UI.AbstractPortal~%DeepSee.DomainExpert.components.TextTableSelector~%DeepSee.DomainExpert.components.DomainSelector~%DeepSee.DomainExpert.components.EntityContextPane~%DeepSee.DomainExpert.components.BGProcessor,,,,,,,,
%DeepSee.DomainExpert.wizards.ParseTable,%DeepSee.DomainExpert.wizards.DomainExpertPortal~%DeepSee.DomainExpert.components.DomainITables,,,,,TRUE,,,
%DeepSee.DomainExpert.wizards.PathExplorer,%DeepSee.DomainExpert.wizards.DomainExpertPortal~%DeepSee.DomainExpert.components.PathPane~%DeepSee.DomainExpert.components.SetAnalysis,,,,,TRUE,,,
%DeepSee.DomainExpert.wizards.SetExplorer,%DeepSee.DomainExpert.wizards.DomainExpertPortal~%DeepSee.DomainExpert.components.SetAnalysis~%DeepSee.DomainExpert.components.ViewList,,,,,TRUE,,,
%DeepSee.DomainExpert.wizards.TextQuery,%DeepSee.DomainExpert.wizards.DomainExpertPortal~%DeepSee.DomainExpert.components.DomainITables~%DeepSee.DomainExpert.components.ViewList,,,,,TRUE,,,
%DeepSee.DomainExpert.wizards.TimelineBuilder,%DeepSee.DomainExpert.wizards.DomainExpertPortal~%DeepSee.DomainExpert.components.SetAnalysis~%DeepSee.DomainExpert.components.ViewList~%DeepSee.DomainExpert.queries.IK,,,,,TRUE,,,
%DeepSee.DomainExpert.wizards.TransformEditor,%DeepSee.DomainExpert.wizards.standardPage,,,,,TRUE,,,
%DeepSee.DomainExpert.wizards.TransformationEditor,%iKnow.UI.AbstractPortal~%DeepSee.DomainExpert.components.TextTableSelector,,,,,,,,
%DeepSee.DomainExpert.wizards.UMLSMappingWizard,%DeepSee.DomainExpert.components.CommonBuilder,,,,,TRUE,,,
%DeepSee.DomainExpert.wizards.UMLSCuiExplorer,%DeepSee.DomainExpert.wizards.DomainExpertPortal~%DeepSee.DomainExpert.components.TopCUIsPane~%DeepSee.DomainExpert.components.SimEntitiesPane~%DeepSee.DomainExpert.components.RelEntitiesPane~%DeepSee.DomainExpert.components.UMLSHierarchy~%DeepSee.DomainExpert.components.DomainITables~%DeepSee.DomainExpert.components.PathPane~%DeepSee.DomainExpert.components.SetBuilderInterface,,,,,TRUE,,,
%DeepSee.DomainExpert.wizards.Utils,%Library.RegisteredObject,,,,,TRUE,,,
%DeepSee.DomainExpert.wizards.standardPage,%ZEN.Portal.standardPage,,,,,TRUE,,,
%DeepSee.DomainExpert.wizards.UMLSTermExplorer,%iKnow.UI.AbstractPortal~%DeepSee.DomainExpert.components.Base~%DeepSee.DomainExpert.components.UMLSHierarchy,,,,,TRUE,,,
%DeepSee.FactTable,%Library.Persistent~%DeepSee.IndexBuilder,TRUE,TRUE,,,,%DeepSee.FactTable,,
%DeepSee.Generator,%Library.RegisteredObject,,,,,,,,
%DeepSee.IndexBuilder,,TRUE,,,,,,,
%DeepSee.IDList,%Library.Persistent,,TRUE,,,,%DeepSee.IDList,,
%DeepSee.KPI,%DeepSee.AbstractKPI,TRUE,,,,,,,
%DeepSee.KPIProjection,%Projection.AbstractProjection,,,,,,,,
%DeepSee.KPIPlugIn,%DeepSee.KPI,TRUE,,,,,,,
%DeepSee.ListingGroup,%Library.RegisteredObject,,,,,,,,
%DeepSee.ListingGroupDefinition,%Library.RegisteredObject~%XML.Adaptor,TRUE,,,,,,,
%DeepSee.ListingGroupProjection,%Projection.AbstractProjection,,,,,,,,
%DeepSee.KPIWorksheet,%DeepSee.AbstractKPI,,,,,,,,
%DeepSee.Model.KPI.SASchema,%Studio.SASchemaClass,,,,,,,,
%DeepSee.ListingTable,%Library.Persistent,TRUE,TRUE,,,,%DeepSee.ListingTable,,
%DeepSee.Model.KPI.action,%DeepSee.Model.KPI.node,,,,,,,,
%DeepSee.Model.KPI.filter,%DeepSee.Model.KPI.node,,,,,,,,
%DeepSee.Model.KPI.kpi,%DeepSee.Model.KPI.node,,,,,,,,
%DeepSee.Model.KPI.node,%DeepSee.Model.abstractNode,TRUE,,,,,,,
%DeepSee.Model.KPI.property,%DeepSee.Model.KPI.node,,,,,,,,
%DeepSee.Model.ListingGroup.listing,%DeepSee.Model.ListingGroup.node,,,,,,,,
%DeepSee.Model.ListingGroup.listingGroup,%DeepSee.Model.ListingGroup.node~%CSP.Portal.AbstractPortalModel,,,,,,,,
%DeepSee.Model.ListingGroup.node,%DeepSee.Model.abstractNode,TRUE,,,,,,,
%DeepSee.Model.QualityMeasure.SASchema,%Studio.SASchemaClass,,,,,,,,
%DeepSee.Model.QualityMeasure.element,%DeepSee.Model.QualityMeasure.node,,,,,,,,
%DeepSee.Model.QualityMeasure.group,%DeepSee.Model.QualityMeasure.node,,,,,,,,
%DeepSee.Model.QualityMeasure.node,%DeepSee.Model.abstractNode,TRUE,,,,,,,
%DeepSee.Model.QualityMeasure.meta,%DeepSee.Model.QualityMeasure.node,,,,,,,,
%DeepSee.Model.SASchema,%Studio.SASchemaClass,,,,,,,,
%DeepSee.Model.SASchemaCellCache,%Studio.SASchemaClass,,,,,,,,
%DeepSee.Model.SASchemaConnector,%Studio.SASchemaClass,,,,,,,,
%DeepSee.Model.SASchemaConnectorQuery,%Studio.SASchemaClass,,,,,,,,
%DeepSee.Model.SASchemaKPI,%Studio.SASchemaClass,,,,,,,,
%DeepSee.Model.SASchemaSubjectArea,%Studio.SASchemaClass,,,,,,,,
%DeepSee.Model.SubjectArea.SASchema,%Studio.SASchemaClass,,,,,,,,
%DeepSee.Model.QualityMeasure.qualityMeasure,%DeepSee.Model.QualityMeasure.node~%CSP.Portal.AbstractPortalModel,,,,,,,,
%DeepSee.Model.SubjectArea.abstractNode,%Library.RegisteredObject~%XML.Adaptor,TRUE,,,,,,,
%DeepSee.Model.SubjectArea.calculatedMember,%DeepSee.Model.SubjectArea.node,,,,,,,,
%DeepSee.Model.SubjectArea.dimension,%DeepSee.Model.SubjectArea.node,,,,,,,,
%DeepSee.Model.SubjectArea.level,%DeepSee.Model.SubjectArea.node,,,,,,,,
%DeepSee.Model.SubjectArea.hierarchy,%DeepSee.Model.SubjectArea.node,,,,,,,,
%DeepSee.Model.SubjectArea.measure,%DeepSee.Model.SubjectArea.node,,,,,,,,
%DeepSee.Model.SubjectArea.listing,%DeepSee.Model.SubjectArea.node,,,,,,,,
%DeepSee.Model.SubjectArea.namedSet,%DeepSee.Model.SubjectArea.node,,,,,,,,
%DeepSee.Model.SubjectArea.node,%DeepSee.Model.abstractNode,TRUE,,,,,,,
%DeepSee.Model.SubjectArea.relationship,%DeepSee.Model.SubjectArea.node,,,,,,,,
%DeepSee.Model.abstractNode,%Library.RegisteredObject~%XML.Adaptor,TRUE,,,,,,,
%DeepSee.Model.SubjectArea.subjectArea,%DeepSee.Model.SubjectArea.node~%CSP.Portal.AbstractPortalModel,,,,,,,,
%DeepSee.Model.calculatedMember,%DeepSee.Model.node,,,,,,,,
%DeepSee.Model.cellCache,%DeepSee.Model.cellCacheNode,,,,,,,,
%DeepSee.Model.cellCacheItem,%DeepSee.Model.cellCacheNode,,,,,,,,
%DeepSee.Model.cellCacheNode,%DeepSee.Model.abstractNode,TRUE,,,,,,,
%DeepSee.Model.cellGroup,%DeepSee.Model.cellCacheNode,,,,,,,,
%DeepSee.Model.dimension,%DeepSee.Model.node,,,,,,,,
%DeepSee.Model.cube,%DeepSee.Model.node~%CSP.Portal.AbstractPortalModel,,,,,,,,
%DeepSee.Model.expression,%DeepSee.Model.node~%DeepSee.Model.source,,,,,,,,
%DeepSee.Model.hierarchy,%DeepSee.Model.node,,,,,,,,
%DeepSee.Model.index,%DeepSee.Model.node,,,,,,,,
%DeepSee.Model.level,%DeepSee.Model.node~%DeepSee.Model.source,,,,,,,,
